0, Herz, Bube
30716, Herz, 6
30717, Herz, 3
30718, Herz, 4
30719, Kreuz, 4
30720, Kreuz, 2
30721, Kreuz, 10
30722, Herz, Dame
30723, Kreuz, 8
30724, Kreuz, 8
30725, Karo, 6
30726, Pik, As
30727, Pik, 8
30728, Pik, 9
30729, Kreuz, As
30730, Pik, 9
30731, Karo, 9
30732, Pik, 3
30733, Kreuz, 6
30734, Karo, 6
30735, Herz, 10
30736, Herz, 10
30737, Herz, 8
30738, Herz, Bube
30739, Kreuz, 9
30740, Karo, As
30741, Pik, As
30742, Pik, 10
30743, Pik, 3
30744, Kreuz, 10
30745, Pik, 8
30746, Pik, 3
30747, Karo, 9
30748, Herz, As
30749, Karo, 7
30750, Karo, 9
30751, Karo, 8
30752, Pik, 9
30753, Pik, 3
30754, Karo, König
30755, Pik, 4
30756, Karo, Dame
30757, Herz, Dame
30758, Herz, 5
30759, Pik, Bube
30760, Pik, 8
30761, Kreuz, Bube
30762, Herz, 2
30763, Kreuz, 7
30764, Kreuz, 5
30765, Kreuz, Bube
30766, Karo, 5
30767, Kreuz, 2
30768, Kreuz, 4
30769, Herz, Dame
30770, Pik, 6
30771, Herz, 6
30772, Karo, 6
30773, Herz, Dame
30774, Pik, 2
30775, Pik, 9
30776, Kreuz, 9
30777, Herz, 4
30778, Pik, 3
30779, Herz, 4
30780, Pik, König
30781, Pik, Dame
30782, Herz, 7
30783, Pik, 9
30784, Herz, 2
30785, Pik, 9
30786, Kreuz, 7
30787, Karo, 4
30788, Karo, As
30789, Karo, 6
30790, Herz, 4
30791, Kreuz, Dame
30792, Herz, König
30793, Pik, 7
30794, Herz, 9
30795, Kreuz, 10
30796, Pik, 2
30797, Herz, 6
30798, Pik, Dame
30799, Herz, 7
30800, Kreuz, 6
30801, Kreuz, 8
30802, Herz, Bube
30803, Karo, 10
30804, Kreuz, Dame
30805, Herz, 5
30806, Pik, 4
30807, Kreuz, 8
30808, Herz, Bube
30809, Karo, Dame
30810, Herz, 6
30811, Pik, 9
30812, Kreuz, 4
30813, Kreuz, 9
30814, Herz, 2
30815, Herz, 4
30816, Kreuz, 10
30817, Kreuz, 3
30818, Karo, 3
30819, Pik, Bube
30820, Karo, 3
30821, Karo, 4
30822, Herz, 7
30823, Karo, 4
30824, Herz, 3
30825, Karo, Bube
30826, Pik, 5
30827, Karo, 8
30828, Pik, 8
30829, Kreuz, Dame
30830, Pik, Dame
30831, Kreuz, 4
30832, Herz, 3
30833, Pik, 8
30834, Karo, 10
30835, Karo, 10
30836, Herz, 8
30837, Pik, 6
30838, Pik, 8
30839, Pik, 3
30840, Herz, 9
30841, Kreuz, 7
30842, Karo, 2
30843, Kreuz, 5
30844, Karo, König
30845, Herz, 4
30846, Kreuz, 3
30847, Herz, 3
30848, Herz, 8
30849, Herz, 3
30850, Kreuz, 10
30851, Kreuz, 3
30852, Kreuz, 8
30853, Kreuz, 8
30854, Pik, Bube
30855, Karo, 6
30856, Herz, 2
30857, Pik, 6
30858, Kreuz, 6
30859, Kreuz, 10
30860, Karo, 4
30861, Herz, Bube
30862, Karo, Dame
30863, Karo, 2
30864, Karo, Dame
30865, Kreuz, 10
30866, Kreuz, 3
30867, Karo, 8
30868, Karo, 7
30869, Herz, König
30870, Pik, 2
30871, Karo, Dame
30872, Herz, Dame
30873, Pik, 3
30874, Kreuz, Bube
30875, Herz, 7
30876, Herz, Bube
30877, Kreuz, Bube
30878, Pik, Dame
30879, Herz, 10
30880, Herz, 6
30881, Herz, 3
30882, Herz, Dame
30883, Kreuz, Bube
30884, Pik, 8
30885, Pik, 2
30886, Pik, Dame
30887, Karo, 7
30888, Kreuz, 5
30889, Pik, 4
30890, Kreuz, 3
30891, Kreuz, As
30892, Herz, As
30893, Karo, 5
30894, Herz, König
30895, Kreuz, 8
30896, Karo, 6
30897, Kreuz, As
30898, Karo, 8
30899, Kreuz, 7
30900, Herz, 5
30901, Herz, 4
30902, Herz, 5
30903, Pik, 2
30904, Kreuz, 6
30905, Pik, As
30906, Karo, 4
30907, Kreuz, 8
30908, Pik, 9
30909, Pik, Dame
30910, Karo, 4
30911, Kreuz, 2
30912, Karo, 7
30913, Karo, 4
30914, Pik, König
30915, Herz, 8
30916, Karo, As
30917, Kreuz, 3
30918, Kreuz, Bube
30919, Pik, König
30920, Herz, 6
30921, Herz, 10
30922, Pik, 6
30923, Herz, 2
30924, Kreuz, 9
30925, Karo, 10
30926, Herz, Dame
30927, Pik, 8
30928, Karo, 4
30929, Pik, Dame
30930, Kreuz, 7
30931, Herz, König
30932, Karo, 10
30933, Pik, 10
30934, Pik, Bube
30935, Herz, 2
30936, Kreuz, 8
30937, Pik, 4
30938, Kreuz, 9
30939, Kreuz, 7
30940, Herz, 10
30941, Pik, As
30942, Kreuz, König
30943, Karo, Bube
30944, Herz, 2
30945, Pik, 3
30946, Pik, 8
30947, Karo, Dame
30948, Pik, 4
30949, Karo, Bube
30950, Pik, Dame
30951, Pik, 5
30952, Pik, König
30953, Kreuz, 10
30954, Pik, 5
30955, Karo, Dame
30956, Pik, 6
30957, Karo, 6
30958, Herz, 6
30959, Herz, 3
30960, Pik, Dame
30961, Pik, As
30962, Karo, 2
30963, Herz, 8
30964, Karo, 7
30965, Pik, 8
30966, Herz, 10
30967, Karo, 5
30968, Pik, 5
30969, Pik, 9
30970, Kreuz, Dame
30971, Kreuz, 10
30972, Kreuz, 8
30973, Karo, 9
30974, Karo, Bube
30975, Pik, 4
30976, Karo, Dame
30977, Karo, 9
30978, Kreuz, As
30979, Kreuz, 8
30980, Karo, 3
30981, Kreuz, Bube
30982, Karo, As
30983, Herz, 10
30984, Karo, 8
30985, Kreuz, Dame
30986, Herz, Bube
30987, Kreuz, 8
30988, Herz, Dame
30989, Kreuz, 2
30990, Pik, 6
30991, Herz, 7
30992, Pik, 8
30993, Herz, As
30994, Karo, 6
30995, Herz, Bube
30996, Karo, 9
30997, Pik, 8
30998, Kreuz, Bube
30999, Pik, 2
31000, Karo, 9
31001, Pik, 6
31002, Herz, 8
31003, Herz, 3
31004, Karo, 3
31005, Pik, 6
31006, Herz, 9
31007, Kreuz, 7
31008, Kreuz, 3
31009, Herz, Dame
31010, Herz, 7
31011, Kreuz, Dame
31012, Pik, Bube
31013, Herz, 4
31014, Pik, Bube
31015, Karo, 8
31016, Karo, 6
31017, Herz, Bube
31018, Pik, 10
31019, Kreuz, 2
31020, Herz, 6
31021, Kreuz, Bube
31022, Karo, Dame
31023, Herz, Bube
31024, Karo, Dame
31025, Karo, As
31026, Pik, 3
31027, Karo, 6
31028, Herz, 9
31029, Pik, 7
31030, Herz, 7
31031, Pik, 9
31032, Kreuz, 3
31033, Karo, 7
31034, Kreuz, As
31035, Karo, Dame
31036, Pik, 6
31037, Kreuz, 2
31038, Herz, Bube
31039, Karo, 2
31040, Herz, König
31041, Kreuz, Bube
31042, Pik, König
31043, Kreuz, 6
31044, Herz, Bube
31045, Herz, As
31046, Pik, 10
31047, Pik, 2
31048, Herz, 3
31049, Pik, Bube
31050, Kreuz, Bube
31051, Herz, Bube
31052, Pik, As
31053, Pik, 6
31054, Pik, 3
31055, Herz, 9
31056, Kreuz, 9
31057, Kreuz, 4
31058, Karo, 5
31059, Pik, 4
31060, Karo, 6
31061, Herz, König
31062, Pik, 4
31063, Pik, 3
31064, Pik, 9
31065, Karo, 9
31066, Kreuz, As
31067, Herz, 8
31068, Kreuz, Dame
31069, Karo, As
31070, Herz, Bube
31071, Herz, 2
31072, Pik, 4
31073, Karo, As
31074, Herz, 8
31075, Herz, 6
31076, Herz, 3
31077, Kreuz, Dame
31078, Karo, 3
31079, Kreuz, 6
31080, Kreuz, 3
31081, Kreuz, Dame
31082, Karo, Dame
31083, Kreuz, König
31084, Pik, Dame
31085, Herz, 5
31086, Herz, 5
31087, Karo, 4
31088, Kreuz, As
31089, Kreuz, König
31090, Herz, Bube
31091, Pik, As
31092, Karo, 10
31093, Pik, König
31094, Kreuz, 9
31095, Pik, König
31096, Herz, 4
31097, Pik, Bube
31098, Kreuz, 4
31099, Pik, 7
31100, Pik, 4
31101, Pik, 2
31102, Karo, As
31103, Herz, 9
31104, Kreuz, Dame
31105, Kreuz, 2
31106, Pik, Dame
31107, Karo, 2
31108, Karo, 4
31109, Kreuz, 9
31110, Kreuz, Bube
31111, Kreuz, 9
31112, Herz, 8
31113, Karo, Bube
31114, Herz, 4
31115, Herz, 10
31116, Herz, Dame
31117, Karo, 2
31118, Pik, As
31119, Pik, 6
31120, Kreuz, As
31121, Pik, 9
31122, Pik, As
31123, Herz, 9
31124, Pik, 4
31125, Kreuz, 9
31126, Kreuz, 4
31127, Herz, Dame
31128, Herz, 6
31129, Karo, 9
31130, Pik, Dame
31131, Karo, 10
31132, Karo, 6
31133, Pik, König
31134, Kreuz, 9
31135, Kreuz, 10
31136, Kreuz, König
31137, Karo, Bube
31138, Herz, 9
31139, Karo, 6
31140, Karo, Bube
31141, Pik, König
31142, Pik, 7
31143, Kreuz, 2
31144, Karo, 4
31145, Karo, 5
31146, Karo, 9
31147, Pik, 8
31148, Kreuz, 8
31149, Karo, 2
31150, Karo, Bube
31151, Kreuz, König
31152, Herz, 5
31153, Herz, 3
31154, Herz, König
31155, Kreuz, 4
31156, Karo, 10
31157, Karo, Dame
31158, Herz, 6
31159, Pik, 2
31160, Pik, 3
31161, Karo, Bube
31162, Karo, 9
31163, Kreuz, 4
31164, Kreuz, 7
31165, Herz, 2
31166, Herz, 7
31167, Pik, 9
31168, Karo, As
31169, Karo, Bube
31170, Pik, 5
31171, Karo, 9
31172, Herz, 3
31173, Herz, 5
31174, Herz, 9
31175, Karo, 6
31176, Kreuz, 10
31177, Herz, 8
31178, Pik, 4
31179, Karo, As
31180, Pik, 7
31181, Herz, 3
31182, Pik, 3
31183, Herz, 6
31184, Herz, 6
31185, Herz, 4
31186, Karo, König
31187, Karo, 8
31188, Kreuz, Bube
31189, Herz, Dame
31190, Pik, 9
31191, Kreuz, 9
31192, Herz, 5
31193, Kreuz, Bube
31194, Pik, As
31195, Karo, 6
31196, Herz, 2
31197, Herz, 3
31198, Pik, 10
31199, Pik, Dame
31200, Kreuz, 2
31201, Karo, 7
31202, Pik, 2
31203, Herz, 4
31204, Pik, 7
31205, Kreuz, 3
31206, Kreuz, 4
31207, Pik, 8
31208, Karo, 6
31209, Herz, 8
31210, Karo, 2
31211, Herz, 4
31212, Herz, 3
31213, Karo, 5
31214, Karo, Dame
31215, Karo, 9
31216, Kreuz, König
31217, Pik, Dame
31218, Kreuz, 7
31219, Kreuz, 9
31220, Karo, Dame
31221, Herz, Dame
31222, Karo, 7
31223, Herz, As
31224, Kreuz, 6
31225, Herz, 3
31226, Pik, 2
31227, Herz, 5
31228, Herz, 9
31229, Herz, Dame
31230, Karo, Bube
31231, Karo, 8
31232, Pik, 10
31233, Karo, 10
31234, Pik, As
31235, Pik, 2
31236, Kreuz, Dame
31237, Kreuz, 2
31238, Kreuz, 3
31239, Kreuz, 6
31240, Kreuz, 4
31241, Kreuz, 3
31242, Herz, 5
31243, Herz, Bube
31244, Karo, 8
31245, Pik, 6
31246, Kreuz, Bube
31247, Herz, Bube
31248, Herz, König
31249, Herz, 4
31250, Karo, Bube
31251, Herz, 10
31252, Pik, 8
31253, Herz, König
31254, Pik, As
31255, Karo, 2
31256, Herz, 2
31257, Kreuz, As
31258, Kreuz, 5
31259, Kreuz, 3
31260, Pik, 2
31261, Herz, 9
31262, Pik, 5
31263, Pik, 2
31264, Herz, 7
31265, Herz, König
31266, Herz, 4
31267, Karo, 10
31268, Pik, 6
31269, Herz, König
31270, Herz, 3
31271, Herz, 6
31272, Herz, König
31273, Pik, 9
31274, Herz, König
31275, Pik, 5
31276, Herz, Bube
31277, Karo, 9
31278, Pik, 9
31279, Herz, 7
31280, Karo, 10
31281, Kreuz, 6
31282, Pik, 6
31283, Kreuz, 7
31284, Karo, 5
31285, Karo, 7
31286, Kreuz, 10
31287, Herz, 8
31288, Herz, 3
31289, Pik, 9
31290, Karo, As
31291, Kreuz, 3
31292, Herz, 9
31293, Karo, König
31294, Herz, 10
31295, Herz, 4
31296, Pik, 10
31297, Herz, 8
31298, Herz, As
31299, Karo, 5
31300, Karo, 8
31301, Herz, König
31302, Herz, 2
31303, Kreuz, 3
31304, Karo, Bube
31305, Herz, 4
31306, Karo, 3
31307, Karo, König
31308, Pik, 7
31309, Herz, 5
31310, Herz, 6
31311, Herz, Bube
31312, Herz, As
31313, Karo, Bube
31314, Pik, As
31315, Kreuz, 2
31316, Pik, 5
31317, Herz, Bube
31318, Kreuz, König
31319, Kreuz, 9
31320, Pik, As
31321, Pik, 2
31322, Kreuz, As
31323, Karo, 8
31324, Pik, 5
31325, Herz, 6
31326, Kreuz, Dame
31327, Kreuz, 3
31328, Kreuz, As
31329, Karo, As
31330, Karo, As
31331, Kreuz, 2
31332, Kreuz, 2
31333, Pik, 2
31334, Herz, König
31335, Pik, 3
31336, Pik, 3
31337, Pik, Bube
31338, Kreuz, König
31339, Kreuz, 4
31340, Karo, 2
31341, Herz, 10
31342, Herz, 2
31343, Kreuz, Dame
31344, Karo, 7
31345, Herz, As
31346, Pik, 10
31347, Kreuz, 8
31348, Pik, Bube
31349, Pik, 2
31350, Herz, 6
31351, Herz, 10
31352, Karo, 2
31353, Kreuz, 2
31354, Herz, 7
31355, Pik, 6
31356, Pik, 9
31357, Karo, 2
31358, Pik, Bube
31359, Pik, 7
31360, Herz, 4
31361, Pik, Dame
31362, Karo, 7
31363, Pik, 4
31364, Pik, 7
31365, Karo, As
31366, Kreuz, 6
31367, Herz, 5
31368, Herz, 5
31369, Pik, 9
31370, Pik, 5
31371, Pik, Bube
31372, Kreuz, Dame
31373, Herz, 4
31374, Pik, 8
31375, Herz, 7
31376, Herz, 7
31377, Karo, 4
31378, Pik, 5
31379, Kreuz, Bube
31380, Herz, 2
31381, Kreuz, 9
31382, Kreuz, 8
31383, Karo, König
31384, Pik, Bube
31385, Herz, 5
31386, Kreuz, 4
31387, Pik, Dame
31388, Kreuz, 5
31389, Kreuz, 6
31390, Karo, 5
31391, Kreuz, Bube
31392, Kreuz, 10
31393, Kreuz, As
31394, Herz, 3
31395, Karo, 2
31396, Kreuz, 10
31397, Karo, 5
31398, Kreuz, 5
31399, Kreuz, König
31400, Karo, Dame
31401, Pik, As
31402, Karo, 7
31403, Pik, 8
31404, Kreuz, As
31405, Herz, 8
31406, Kreuz, Dame
31407, Kreuz, Bube
31408, Herz, 8
31409, Herz, 4
31410, Herz, 5
31411, Pik, 9
31412, Pik, 10
31413, Kreuz, König
31414, Pik, 3
31415, Herz, 4
31416, Kreuz, 5
31417, Herz, 8
31418, Pik, As
31419, Karo, 3
31420, Herz, As
31421, Kreuz, 9
31422, Karo, 10
31423, Karo, 6
31424, Herz, 5
31425, Herz, König
31426, Karo, Dame
31427, Kreuz, 9
31428, Kreuz, 10
31429, Herz, 8
31430, Herz, 10
31431, Herz, König
31432, Kreuz, Dame
31433, Pik, Dame
31434, Kreuz, 2
31435, Pik, 3
31436, Kreuz, As
31437, Karo, As
31438, Kreuz, 4
31439, Kreuz, Dame
31440, Karo, 5
31441, Karo, Bube
31442, Pik, 2
31443, Kreuz, 3
31444, Pik, Dame
31445, Pik, As
31446, Herz, König
31447, Pik, 7
31448, Karo, 10
31449, Karo, Bube
31450, Karo, 7
31451, Herz, 2
31452, Kreuz, Bube
31453, Herz, 9
31454, Karo, 3
31455, Karo, As
31456, Kreuz, 10
31457, Kreuz, 9
31458, Karo, 3
31459, Herz, As
31460, Kreuz, 7
31461, Herz, Bube
31462, Kreuz, 2
31463, Pik, Bube
31464, Kreuz, 10
31465, Kreuz, 6
31466, Kreuz, 3
31467, Herz, Dame
31468, Kreuz, 8
31469, Pik, 7
31470, Karo, 4
31471, Kreuz, 8
31472, Kreuz, 10
31473, Karo, 6
31474, Pik, 2
31475, Herz, König
31476, Kreuz, 2
31477, Karo, 3
31478, Karo, 10
31479, Herz, 5
31480, Pik, 4
31481, Pik, 4
31482, Kreuz, 2
31483, Karo, Bube
31484, Kreuz, 9
31485, Herz, 6
31486, Karo, Dame
31487, Karo, 2
31488, Herz, 7
31489, Pik, König
31490, Kreuz, König
31491, Kreuz, 5
31492, Karo, 3
31493, Kreuz, As
31494, Pik, 5
31495, Pik, 3
31496, Kreuz, Bube
31497, Karo, 10
31498, Pik, Bube
31499, Pik, 10
31500, Herz, Dame
31501, Karo, 8
31502, Kreuz, 5
31503, Karo, Bube
31504, Herz, 3
31505, Karo, Dame
31506, Pik, 2
31507, Herz, Dame
31508, Karo, König
31509, Herz, Bube
31510, Kreuz, 2
31511, Pik, König
31512, Pik, 6
31513, Herz, As
31514, Herz, As
31515, Kreuz, 4
31516, Pik, 10
31517, Herz, König
31518, Pik, 4
31519, Herz, Dame
31520, Pik, 4
31521, Pik, 10
31522, Pik, 4
31523, Karo, 6
31524, Kreuz, 5
31525, Karo, 3
31526, Karo, 3
31527, Herz, 7
31528, Herz, As
31529, Herz, 9
31530, Herz, 3
31531, Kreuz, Bube
31532, Herz, 10
31533, Pik, Bube
31534, Kreuz, 4
31535, Herz, Bube
31536, Karo, Bube
31537, Herz, 2
31538, Pik, 2
31539, Karo, 8
31540, Kreuz, 9
31541, Pik, 10
31542, Pik, 5
31543, Pik, 10
31544, Herz, 3
31545, Pik, 9
31546, Herz, 8
31547, Kreuz, As
31548, Karo, 6
31549, Karo, 10
31550, Herz, Bube
31551, Pik, König
31552, Kreuz, Dame
31553, Kreuz, 10
31554, Kreuz, 10
31555, Pik, 2
31556, Herz, Dame
31557, Herz, 10
31558, Karo, König
31559, Pik, 7
31560, Karo, 8
31561, Karo, 5
31562, Herz, 5
31563, Kreuz, 5
31564, Pik, 9
31565, Karo, 2
31566, Pik, As
31567, Herz, As
31568, Herz, 8
31569, Herz, 10
31570, Kreuz, 10
31571, Pik, 7
31572, Kreuz, 9
31573, Pik, 4
31574, Pik, 10
31575, Pik, 10
31576, Pik, As
31577, Herz, 8
31578, Karo, 9
31579, Herz, As
31580, Karo, 4
31581, Herz, 5
31582, Pik, 10
31583, Herz, Bube
31584, Pik, 8
31585, Kreuz, 5
31586, Pik, 6
31587, Kreuz, 4
31588, Karo, 7
31589, Pik, König
31590, Herz, 6
31591, Herz, 5
31592, Kreuz, Bube
31593, Karo, 10
31594, Pik, Bube
31595, Kreuz, 2
31596, Kreuz, 5
31597, Pik, 5
31598, Pik, 7
31599, Kreuz, 8
31600, Kreuz, 5
31601, Herz, 9
31602, Karo, 3
31603, Pik, 3
31604, Herz, 9
31605, Kreuz, 6
31606, Pik, 6
31607, Kreuz, 7
31608, Kreuz, 4
31609, Karo, 4
31610, Herz, König
31611, Karo, König
31612, Kreuz, 8
31613, Herz, 5
31614, Pik, 10
31615, Pik, 5
31616, Karo, 2
31617, Pik, König
31618, Pik, 5
31619, Kreuz, 7
31620, Karo, 7
31621, Kreuz, 4
31622, Karo, König
31623, Pik, 10
31624, Herz, 2
31625, Pik, 6
31626, Kreuz, Dame
31627, Pik, Dame
31628, Karo, 5
31629, Pik, As
31630, Karo, Bube
31631, Kreuz, 3
31632, Herz, As
31633, Karo, Dame
31634, Karo, 10
31635, Kreuz, 2
31636, Karo, 9
31637, Herz, As
31638, Karo, 3
31639, Kreuz, 9
31640, Kreuz, As
31641, Karo, 6
31642, Karo, As
31643, Pik, 2
31644, Kreuz, 3
31645, Kreuz, 9
31646, Karo, 6
31647, Karo, König
31648, Kreuz, As
31649, Karo, König
31650, Herz, 4
31651, Pik, 4
31652, Kreuz, 6
31653, Herz, 2
31654, Herz, Dame
31655, Kreuz, Bube
31656, Kreuz, 10
31657, Karo, 4
31658, Herz, Dame
31659, Kreuz, 8
31660, Pik, 8
31661, Pik, König
31662, Kreuz, 5
31663, Kreuz, 5
31664, Karo, Dame
31665, Karo, Dame
31666, Kreuz, 5
31667, Pik, 3
31668, Karo, 3
31669, Karo, König
31670, Karo, Bube
31671, Herz, 8
31672, Herz, 10
31673, Kreuz, Bube
31674, Herz, 6
31675, Kreuz, Dame
31676, Herz, Bube
31677, Kreuz, 7
31678, Herz, 2
31679, Karo, Dame
31680, Karo, 8
31681, Herz, 3
31682, Herz, 4
31683, Kreuz, 3
31684, Kreuz, Bube
31685, Karo, 4
31686, Karo, 4
31687, Pik, Bube
31688, Kreuz, 4
31689, Karo, As
31690, Karo, 3
31691, Pik, 6
31692, Pik, 4
31693, Pik, As
31694, Herz, 3
31695, Karo, Bube
31696, Herz, 9
31697, Karo, 10
31698, Karo, 5
31699, Karo, 10
31700, Karo, 8
31701, Kreuz, 2
31702, Pik, Dame
31703, Kreuz, As
31704, Herz, 9
31705, Pik, 3
31706, Karo, König
31707, Herz, 10
31708, Karo, As
31709, Kreuz, 10
31710, Karo, 6
31711, Pik, König
31712, Karo, 3
31713, Herz, 7
31714, Karo, 5
31715, Kreuz, 5
31716, Herz, 5
31717, Karo, 3
31718, Karo, 7
31719, Herz, 10
31720, Kreuz, 5
31721, Kreuz, König
31722, Kreuz, 7
31723, Karo, As
31724, Herz, 5
31725, Kreuz, Bube
31726, Karo, Bube
31727, Pik, As
31728, Kreuz, 7
31729, Kreuz, 3
31730, Pik, 6
31731, Pik, Bube
31732, Pik, Dame
31733, Kreuz, Bube
31734, Kreuz, 7
31735, Karo, König
31736, Pik, Bube
31737, Karo, 4
31738, Herz, Bube
31739, Kreuz, 7
31740, Pik, Bube
31741, Herz, Dame
31742, Kreuz, As
31743, Kreuz, 4
31744, Herz, 3
31745, Kreuz, 9
31746, Pik, 3
31747, Pik, Dame
31748, Pik, 5
31749, Herz, 9
31750, Pik, 4
31751, Karo, As
31752, Pik, 4
31753, Pik, 9
31754, Herz, König
31755, Herz, Bube
31756, Kreuz, 6
31757, Pik, König
31758, Herz, Dame
31759, Pik, 3
31760, Karo, 8
31761, Karo, Dame
31762, Kreuz, 8
31763, Kreuz, Dame
31764, Karo, 3
31765, Karo, Bube
31766, Kreuz, König
31767, Karo, Dame
31768, Pik, 6
31769, Karo, 4
31770, Herz, 7
31771, Pik, 3
31772, Kreuz, 3
31773, Karo, 7
31774, Kreuz, 5
31775, Pik, 8
31776, Karo, 7
31777, Karo, Dame
31778, Pik, Dame
31779, Herz, Dame
31780, Kreuz, 8
31781, Karo, 7
31782, Karo, 8
31783, Pik, As
31784, Herz, Bube
31785, Pik, 6
31786, Karo, 4
31787, Karo, 8
31788, Kreuz, Dame
31789, Karo, 4
31790, Karo, 9
31791, Karo, 10
31792, Kreuz, 8
31793, Karo, 7
31794, Kreuz, 6
31795, Pik, 10
31796, Pik, König
31797, Kreuz, 6
31798, Karo, 2
31799, Karo, 9
31800, Pik, 8
31801, Kreuz, 10
31802, Pik, 6
31803, Herz, Bube
31804, Herz, Bube
31805, Pik, Dame
31806, Herz, Bube
31807, Herz, 6
31808, Pik, 5
31809, Karo, 6
31810, Pik, 3
31811, Pik, König
31812, Herz, 8
31813, Kreuz, 3
31814, Kreuz, As
31815, Kreuz, König
31816, Kreuz, 8
31817, Pik, 2
31818, Pik, Bube
31819, Herz, 6
31820, Herz, 3
31821, Herz, As
31822, Herz, Bube
31823, Kreuz, Bube
31824, Karo, 9
31825, Herz, Bube
31826, Pik, 7
31827, Karo, König
31828, Karo, 9
31829, Karo, Bube
31830, Herz, 5
31831, Kreuz, 6
31832, Herz, 3
31833, Pik, 10
31834, Herz, 9
31835, Herz, 8
31836, Pik, Bube
31837, Herz, Bube
31838, Karo, 3
31839, Herz, 6
31840, Kreuz, 9
31841, Kreuz, 6
31842, Pik, 10
31843, Karo, Bube
31844, Kreuz, Dame
31845, Pik, 10
31846, Pik, 2
31847, Herz, 3
31848, Karo, König
31849, Pik, König
31850, Kreuz, As
31851, Karo, 3
31852, Pik, 2
31853, Kreuz, Dame
31854, Herz, 4
31855, Karo, 2
31856, Kreuz, Bube
31857, Kreuz, 2
31858, Pik, 4
31859, Kreuz, 9
31860, Kreuz, 7
31861, Herz, As
31862, Herz, 2
31863, Karo, 10
31864, Karo, 2
31865, Kreuz, 5
31866, Pik, 4
31867, Kreuz, 2
31868, Kreuz, 2
31869, Karo, As
31870, Herz, 7
31871, Pik, 3
31872, Herz, 2
31873, Herz, 6
31874, Pik, 5
31875, Kreuz, König
31876, Herz, König
31877, Herz, Dame
31878, Karo, 2
31879, Karo, 5
31880, Pik, 10
31881, Herz, Dame
31882, Kreuz, 3
31883, Karo, 4
31884, Kreuz, 9
31885, Pik, 6
31886, Kreuz, 3
31887, Pik, 9
31888, Kreuz, 10
31889, Karo, 2
31890, Karo, 2
31891, Pik, Bube
31892, Karo, 2
31893, Kreuz, 3
31894, Karo, 10
31895, Herz, 9
31896, Pik, 7
31897, Pik, 4
31898, Karo, 9
31899, Herz, 10
31900, Pik, 9
31901, Karo, 5
31902, Karo, 5
31903, Pik, 8
31904, Kreuz, 6
31905, Karo, Dame
31906, Herz, 10
31907, Kreuz, 5
31908, Kreuz, 9
31909, Pik, 5
31910, Kreuz, 6
31911, Kreuz, 7
31912, Herz, 7
31913, Herz, 3
31914, Pik, As
31915, Herz, As
31916, Kreuz, 5
31917, Karo, 9
31918, Pik, 9
31919, Kreuz, 3
31920, Kreuz, 4
31921, Pik, 3
31922, Kreuz, Bube
31923, Herz, 9
31924, Kreuz, As
31925, Karo, 10
31926, Herz, 10
31927, Herz, 2
31928, Pik, 8
31929, Herz, 8
31930, Pik, 2
31931, Pik, 3
31932, Pik, 6
31933, Pik, 9
31934, Herz, As
31935, Kreuz, Dame
31936, Kreuz, 4
31937, Karo, 3
31938, Karo, 2
31939, Pik, 4
31940, Pik, Dame
31941, Karo, Dame
31942, Karo, 9
31943, Pik, 4
31944, Kreuz, 9
31945, Karo, 7
31946, Herz, 7
31947, Kreuz, 10
31948, Kreuz, 5
31949, Karo, König
31950, Kreuz, 5
31951, Karo, König
31952, Herz, 4
31953, Pik, 6
31954, Pik, 8
31955, Kreuz, 6
31956, Kreuz, 10
31957, Kreuz, 5
31958, Karo, 10
31959, Karo, Dame
31960, Pik, 4
31961, Kreuz, 4
31962, Pik, Bube
31963, Pik, 6
31964, Kreuz, 8
31965, Karo, As
31966, Herz, 10
31967, Pik, As
31968, Herz, 9
31969, Pik, 2
31970, Pik, 3
31971, Pik, 7
31972, Pik, 5
31973, Pik, 5
31974, Kreuz, Bube
31975, Pik, As
31976, Karo, 10
31977, Pik, 4
31978, Karo, 2
31979, Karo, 3
31980, Herz, 8
31981, Karo, 8
31982, Herz, 10
31983, Karo, 5
31984, Pik, 4
31985, Pik, 2
31986, Herz, As
31987, Pik, 9
31988, Kreuz, Bube
31989, Karo, 7
31990, Kreuz, 2
31991, Kreuz, König
31992, Karo, König
31993, Kreuz, König
31994, Karo, 3
31995, Kreuz, König
31996, Karo, 10
31997, Herz, 5
31998, Karo, 8
31999, Kreuz, 8
32000, Pik, König
32001, Herz, 4
32002, Herz, 4
32003, Herz, 5
32004, Karo, 6
32005, Herz, 5
32006, Karo, 5
32007, Herz, As
32008, Herz, 5
32009, Kreuz, 4
32010, Kreuz, Dame
32011, Kreuz, As
32012, Karo, 3
32013, Kreuz, 3
32014, Karo, 8
32015, Karo, 9
32016, Pik, Dame
32017, Kreuz, 7
32018, Herz, 10
32019, Pik, Bube
32020, Kreuz, 2
32021, Karo, As
32022, Karo, 10
32023, Pik, 3
32024, Herz, Dame
32025, Pik, 10
32026, Herz, 9
32027, Herz, As
32028, Kreuz, König
32029, Kreuz, 9
32030, Karo, 10
32031, Herz, 2
32032, Herz, 3
32033, Pik, 5
32034, Karo, 7
32035, Herz, 4
32036, Karo, 2
32037, Kreuz, 7
32038, Herz, 7
32039, Pik, 10
32040, Kreuz, 8
32041, Karo, 7
32042, Herz, As
