0, Kreuz, 3
15809, Kreuz, Dame
15810, Kreuz, 5
15811, Herz, 6
15812, Pik, König
15813, Pik, Dame
15814, Pik, 3
15815, Pik, 5
15816, Karo, 10
15817, Pik, 7
15818, Kreuz, 3
15819, Herz, 4
15820, Pik, Dame
15821, Karo, 8
15822, Herz, König
15823, Pik, 8
15824, Kreuz, 6
15825, Kreuz, 8
15826, Herz, As
15827, Kreuz, 6
15828, Kreuz, 8
15829, Herz, 8
15830, Herz, 8
15831, Kreuz, 4
15832, Kreuz, 10
15833, Herz, 8
15834, Pik, 8
15835, Herz, 2
15836, Pik, König
15837, Pik, Dame
15838, Pik, 3
15839, Herz, 10
15840, Herz, 2
15841, Herz, 4
15842, Pik, 6
15843, Karo, 4
15844, Karo, 4
15845, Karo, 7
15846, Herz, 8
15847, Pik, 4
15848, Kreuz, Bube
15849, Pik, König
15850, Pik, 10
15851, Pik, 8
15852, Pik, 8
15853, Karo, 4
15854, Herz, As
15855, Herz, 10
15856, Kreuz, 6
15857, Karo, Bube
15858, Karo, 8
15859, Kreuz, 5
15860, Herz, 3
15861, Herz, As
15862, Herz, As
15863, Herz, 8
15864, Karo, Bube
15865, Kreuz, 5
15866, Karo, König
15867, Karo, 5
15868, Karo, Dame
15869, Karo, 10
15870, Karo, 6
15871, Herz, Bube
15872, Pik, 8
15873, Herz, 8
15874, Kreuz, Bube
15875, Karo, 5
15876, Pik, König
15877, Karo, 8
15878, Kreuz, 9
15879, Herz, 3
15880, Herz, 10
15881, Pik, 7
15882, Kreuz, 7
15883, Pik, 4
15884, Pik, 8
15885, Kreuz, 10
15886, Karo, 7
15887, Pik, 3
15888, Pik, König
15889, Kreuz, Bube
15890, Karo, 2
15891, Pik, 8
15892, Pik, 3
15893, Pik, 4
15894, Kreuz, 5
15895, Herz, 4
15896, Kreuz, Dame
15897, Kreuz, 9
15898, Herz, 3
15899, Pik, 5
15900, Karo, 4
15901, Karo, Dame
15902, Kreuz, 5
15903, Pik, 8
15904, Karo, 8
15905, Pik, 10
15906, Karo, As
15907, Pik, 6
15908, Kreuz, Dame
15909, Herz, Bube
15910, Karo, König
15911, Pik, 8
15912, Herz, As
15913, Herz, 10
15914, Kreuz, 2
15915, Kreuz, 10
15916, Karo, 6
15917, Pik, 5
15918, Herz, 6
15919, Karo, 3
15920, Kreuz, 10
15921, Karo, 5
15922, Karo, Bube
15923, Herz, As
15924, Pik, 7
15925, Kreuz, 3
15926, Karo, Dame
15927, Herz, 5
15928, Pik, 2
15929, Herz, Dame
15930, Pik, 5
15931, Karo, 6
15932, Pik, 4
15933, Kreuz, 2
15934, Herz, 3
15935, Karo, 5
15936, Herz, Dame
15937, Karo, 9
15938, Kreuz, Bube
15939, Kreuz, 9
15940, Herz, 6
15941, Herz, 4
15942, Herz, Bube
15943, Karo, 5
15944, Karo, 2
15945, Herz, Bube
15946, Herz, 10
15947, Herz, Bube
15948, Herz, 10
15949, Kreuz, 6
15950, Pik, As
15951, Pik, 3
15952, Herz, 9
15953, Karo, 5
15954, Pik, 3
15955, Karo, 2
15956, Pik, König
15957, Herz, As
15958, Kreuz, 6
15959, Karo, Dame
15960, Herz, 3
15961, Kreuz, 7
15962, Herz, 10
15963, Herz, 8
15964, Herz, 8
15965, Karo, 8
15966, Herz, 3
15967, Kreuz, 3
15968, Kreuz, 3
15969, Pik, 3
15970, Herz, 2
15971, Herz, 8
15972, Herz, As
15973, Kreuz, Dame
15974, Karo, König
15975, Karo, As
15976, Kreuz, As
15977, Pik, 3
15978, Karo, 6
15979, Pik, 9
15980, Kreuz, 7
15981, Karo, 9
15982, Pik, 5
15983, Kreuz, 3
15984, Herz, 5
15985, Herz, 3
15986, Pik, 2
15987, Herz, 7
15988, Kreuz, 8
15989, Kreuz, 9
15990, Pik, 2
15991, Pik, 10
15992, Karo, 3
15993, Kreuz, König
15994, Herz, 2
15995, Herz, 4
15996, Pik, 9
15997, Pik, 9
15998, Pik, 4
15999, Karo, As
16000, Karo, Dame
16001, Kreuz, 5
16002, Herz, 10
16003, Herz, 5
16004, Herz, 4
16005, Herz, 7
16006, Kreuz, Dame
16007, Herz, König
16008, Kreuz, 3
16009, Pik, 3
16010, Herz, König
16011, Pik, 7
16012, Pik, As
16013, Herz, Bube
16014, Kreuz, Dame
16015, Herz, Dame
16016, Kreuz, 10
16017, Kreuz, 7
16018, Herz, 4
16019, Pik, 4
16020, Herz, Bube
16021, Kreuz, 10
16022, Pik, Bube
16023, Karo, Dame
16024, Herz, 9
16025, Karo, 8
16026, Pik, 10
16027, Pik, 6
16028, Pik, 8
16029, Kreuz, 8
16030, Kreuz, 3
16031, Herz, 5
16032, Pik, 10
16033, Kreuz, 3
16034, Pik, Bube
16035, Kreuz, Dame
16036, Herz, 4
16037, Herz, 2
16038, Kreuz, 7
16039, Kreuz, 4
16040, Pik, Bube
16041, Karo, 5
16042, Karo, 8
16043, Herz, König
16044, Pik, 5
16045, Karo, Bube
16046, Karo, As
16047, Karo, 7
16048, Kreuz, 5
16049, Herz, 2
16050, Kreuz, König
16051, Kreuz, 6
16052, Kreuz, 6
16053, Karo, König
16054, Karo, Dame
16055, Kreuz, 6
16056, Herz, König
16057, Herz, Bube
16058, Pik, 2
16059, Pik, 4
16060, Karo, Bube
16061, Herz, Bube
16062, Herz, 9
16063, Herz, 8
16064, Pik, 7
16065, Herz, 9
16066, Kreuz, 6
16067, Kreuz, 8
16068, Herz, Dame
16069, Herz, As
16070, Herz, 5
16071, Pik, As
16072, Herz, 2
16073, Herz, 4
16074, Herz, 2
16075, Kreuz, 4
16076, Karo, 7
16077, Pik, König
16078, Kreuz, Dame
16079, Herz, 3
16080, Karo, 5
16081, Kreuz, König
16082, Pik, König
16083, Herz, König
16084, Kreuz, As
16085, Karo, Dame
16086, Kreuz, 6
16087, Kreuz, 10
16088, Pik, 9
16089, Kreuz, 5
16090, Herz, 10
16091, Kreuz, Bube
16092, Pik, Dame
16093, Pik, As
16094, Herz, 6
16095, Pik, 4
16096, Karo, 10
16097, Herz, As
16098, Herz, 2
16099, Kreuz, König
16100, Pik, 5
16101, Herz, As
16102, Pik, 10
16103, Kreuz, 2
16104, Herz, 7
16105, Karo, König
16106, Karo, 7
16107, Pik, 3
16108, Kreuz, König
16109, Kreuz, 4
16110, Kreuz, 4
16111, Herz, 6
16112, Herz, As
16113, Pik, 9
16114, Pik, 9
16115, Herz, 4
16116, Kreuz, As
16117, Herz, 6
16118, Pik, 10
16119, Herz, Bube
16120, Karo, 9
16121, Kreuz, 7
16122, Karo, 3
16123, Herz, 10
16124, Herz, 5
16125, Kreuz, 3
16126, Pik, 9
16127, Kreuz, As
16128, Herz, Dame
16129, Herz, 5
16130, Karo, 9
16131, Pik, 2
16132, Herz, Dame
16133, Karo, 9
16134, Pik, As
16135, Herz, As
16136, Herz, 10
16137, Kreuz, Dame
16138, Karo, 8
16139, Pik, 7
16140, Herz, 2
16141, Pik, 8
16142, Herz, 2
16143, Kreuz, 3
16144, Kreuz, König
16145, Kreuz, As
16146, Kreuz, König
16147, Herz, Dame
16148, Herz, König
16149, Pik, As
16150, Kreuz, Bube
16151, Pik, 10
16152, Herz, 2
16153, Karo, 8
16154, Herz, 2
16155, Pik, 9
16156, Pik, 2
16157, Herz, As
16158, Karo, 2
16159, Karo, 8
16160, Pik, 10
16161, Kreuz, 7
16162, Kreuz, 7
16163, Kreuz, Dame
16164, Herz, Dame
16165, Kreuz, Dame
16166, Pik, König
16167, Kreuz, 9
16168, Pik, 2
16169, Pik, 8
16170, Herz, 7
16171, Kreuz, Bube
16172, Pik, 5
16173, Pik, 2
16174, Karo, As
16175, Kreuz, 10
16176, Herz, 6
16177, Kreuz, 4
16178, Pik, 6
16179, Pik, 6
16180, Pik, 4
16181, Pik, As
16182, Karo, 4
16183, Kreuz, 3
16184, Pik, 9
16185, Herz, 6
16186, Kreuz, 3
16187, Herz, König
16188, Karo, 8
16189, Kreuz, 6
16190, Karo, König
16191, Kreuz, 6
16192, Herz, 3
16193, Pik, 6
16194, Pik, 7
16195, Herz, 5
16196, Pik, 3
16197, Herz, 6
16198, Pik, As
16199, Pik, 2
16200, Herz, Dame
16201, Herz, Dame
16202, Kreuz, 7
16203, Karo, 5
16204, Herz, Dame
16205, Kreuz, Dame
16206, Karo, 2
16207, Karo, König
16208, Kreuz, 3
16209, Kreuz, 9
16210, Karo, 8
16211, Pik, König
16212, Kreuz, 3
16213, Herz, 3
16214, Herz, 5
16215, Pik, 7
16216, Kreuz, 2
16217, Herz, 6
16218, Kreuz, 5
16219, Karo, 10
16220, Pik, Dame
16221, Karo, 7
16222, Kreuz, Bube
16223, Karo, Dame
16224, Pik, Bube
16225, Pik, 8
16226, Herz, 3
16227, Pik, 10
16228, Kreuz, 9
16229, Pik, 4
16230, Kreuz, König
16231, Kreuz, As
16232, Karo, König
16233, Karo, 4
16234, Herz, Bube
16235, Pik, König
16236, Herz, 5
16237, Kreuz, 7
16238, Herz, Dame
16239, Kreuz, 2
16240, Pik, 10
16241, Pik, 5
16242, Karo, 3
16243, Karo, 4
16244, Kreuz, Dame
16245, Kreuz, 4
16246, Karo, 8
16247, Kreuz, 4
16248, Pik, 5
16249, Karo, 2
16250, Kreuz, 8
16251, Pik, 5
16252, Pik, 7
16253, Karo, 9
16254, Herz, 10
16255, Karo, 6
16256, Karo, 6
16257, Pik, 4
16258, Karo, As
16259, Kreuz, 10
16260, Kreuz, Bube
16261, Kreuz, Dame
16262, Kreuz, 6
16263, Pik, 3
16264, Karo, Dame
16265, Karo, 2
16266, Kreuz, 8
16267, Herz, Dame
16268, Pik, As
16269, Pik, 4
16270, Herz, 10
16271, Pik, 7
16272, Herz, As
16273, Herz, Dame
16274, Kreuz, 6
16275, Herz, König
16276, Kreuz, 2
16277, Pik, 8
16278, Kreuz, König
16279, Pik, Dame
16280, Kreuz, 4
16281, Karo, As
16282, Pik, 4
16283, Karo, 7
16284, Kreuz, 9
16285, Karo, As
16286, Pik, 9
16287, Kreuz, 10
16288, Karo, 2
16289, Pik, 4
16290, Kreuz, Dame
16291, Kreuz, 9
16292, Herz, 3
16293, Kreuz, König
16294, Kreuz, 7
16295, Pik, As
16296, Kreuz, König
16297, Karo, 3
16298, Herz, 10
16299, Kreuz, 2
16300, Kreuz, 6
16301, Herz, Bube
16302, Kreuz, 5
16303, Kreuz, 6
16304, Kreuz, Bube
16305, Karo, As
16306, Herz, Dame
16307, Pik, Bube
16308, Pik, 6
16309, Pik, 7
16310, Kreuz, 6
16311, Pik, 4
16312, Kreuz, 4
16313, Kreuz, Dame
16314, Herz, 10
16315, Herz, 8
16316, Pik, 9
16317, Pik, Bube
16318, Karo, 3
16319, Karo, Dame
16320, Kreuz, König
16321, Karo, 7
16322, Karo, 5
16323, Pik, Bube
16324, Pik, 3
16325, Herz, 6
16326, Kreuz, 9
16327, Herz, As
16328, Pik, König
16329, Karo, 9
16330, Karo, 2
16331, Pik, 8
16332, Herz, 8
16333, Herz, 10
16334, Herz, Dame
16335, Kreuz, König
16336, Pik, 5
16337, Herz, König
16338, Karo, 5
16339, Kreuz, 8
16340, Pik, 8
16341, Kreuz, 2
16342, Herz, 5
16343, Herz, 4
16344, Herz, 7
16345, Karo, 2
16346, Pik, 2
16347, Karo, 5
16348, Karo, Bube
16349, Herz, 6
16350, Herz, 9
16351, Karo, Dame
16352, Herz, 3
16353, Herz, 4
16354, Karo, As
16355, Pik, Dame
16356, Pik, 3
16357, Kreuz, 7
16358, Pik, 5
16359, Kreuz, 9
16360, Herz, 5
16361, Pik, 4
16362, Karo, 10
16363, Karo, 10
16364, Herz, Dame
16365, Karo, Bube
16366, Herz, 7
16367, Pik, 10
16368, Herz, 7
16369, Herz, 10
16370, Herz, 2
16371, Kreuz, 5
16372, Karo, 5
16373, Herz, König
16374, Kreuz, 6
16375, Pik, Dame
16376, Herz, As
16377, Kreuz, 10
16378, Karo, König
16379, Pik, 4
16380, Kreuz, 5
16381, Pik, 8
16382, Karo, König
16383, Kreuz, 2
16384, Kreuz, König
16385, Herz, Bube
16386, Kreuz, 9
16387, Karo, 9
16388, Pik, 10
16389, Kreuz, 3
16390, Karo, 3
16391, Kreuz, König
16392, Karo, 10
16393, Karo, 3
16394, Herz, Bube
16395, Pik, As
16396, Pik, 9
16397, Pik, As
16398, Pik, As
16399, Herz, 10
16400, Karo, 3
16401, Herz, 9
16402, Herz, 7
16403, Karo, Dame
16404, Herz, 2
16405, Kreuz, 10
16406, Kreuz, 10
16407, Kreuz, As
16408, Kreuz, Dame
16409, Herz, König
16410, Herz, 4
16411, Karo, As
16412, Herz, 7
16413, Kreuz, 6
16414, Pik, 4
16415, Karo, 8
16416, Kreuz, 10
16417, Herz, 6
16418, Kreuz, 4
16419, Karo, 6
16420, Herz, 2
16421, Kreuz, 2
16422, Karo, 10
16423, Herz, 5
16424, Herz, Bube
16425, Herz, 2
16426, Pik, 3
16427, Herz, 4
16428, Kreuz, Dame
16429, Pik, As
16430, Pik, 6
16431, Herz, 7
16432, Pik, 6
16433, Herz, 10
16434, Kreuz, 6
16435, Herz, 2
16436, Karo, 8
16437, Karo, 4
16438, Kreuz, 6
16439, Pik, König
16440, Karo, 3
16441, Herz, 9
16442, Herz, 3
16443, Pik, 7
16444, Karo, 3
16445, Pik, 8
16446, Herz, Bube
16447, Pik, Bube
16448, Kreuz, 6
16449, Kreuz, 10
16450, Kreuz, 3
16451, Kreuz, 8
16452, Herz, 3
16453, Herz, König
16454, Karo, 8
16455, Karo, 7
16456, Karo, Bube
16457, Herz, Dame
16458, Karo, König
16459, Herz, 10
16460, Kreuz, 4
16461, Karo, 2
16462, Pik, 9
16463, Pik, 2
16464, Herz, 8
16465, Pik, 4
16466, Kreuz, 5
16467, Pik, 2
16468, Pik, 9
16469, Kreuz, 7
16470, Herz, König
16471, Kreuz, 5
16472, Karo, Dame
16473, Pik, Bube
16474, Pik, 7
16475, Karo, 8
16476, Karo, 10
16477, Kreuz, 8
16478, Karo, 4
16479, Kreuz, 9
16480, Kreuz, 10
16481, Pik, Bube
16482, Pik, König
16483, Herz, 10
16484, Karo, 6
16485, Kreuz, 4
16486, Kreuz, 8
16487, Kreuz, König
16488, Herz, 4
16489, Herz, 10
16490, Herz, 7
16491, Karo, 5
16492, Pik, Dame
16493, Herz, Dame
16494, Karo, 8
16495, Karo, As
16496, Pik, 2
16497, Karo, 6
16498, Pik, 10
16499, Kreuz, 7
16500, Pik, 4
16501, Pik, 7
16502, Karo, 4
16503, Pik, 5
16504, Pik, 6
16505, Karo, As
16506, Karo, As
16507, Pik, 8
16508, Karo, 9
16509, Herz, 2
16510, Pik, 10
16511, Pik, 9
16512, Karo, 7
16513, Pik, 2
16514, Pik, As
16515, Pik, 5
16516, Karo, 2
16517, Kreuz, 5
16518, Herz, 6
16519, Pik, As
16520, Pik, As
16521, Pik, As
16522, Karo, 6
16523, Karo, Dame
16524, Pik, 6
16525, Kreuz, Dame
16526, Pik, 8
16527, Kreuz, König
16528, Herz, Dame
16529, Pik, As
16530, Kreuz, 6
16531, Karo, 4
16532, Herz, 8
16533, Karo, 7
16534, Herz, 7
16535, Kreuz, 10
16536, Kreuz, As
16537, Pik, Bube
16538, Kreuz, 8
16539, Karo, 10
16540, Karo, 4
16541, Karo, 9
16542, Karo, 6
16543, Kreuz, As
16544, Pik, 2
16545, Karo, 6
16546, Kreuz, Dame
16547, Kreuz, 6
16548, Karo, 2
16549, Karo, 5
16550, Herz, 3
16551, Kreuz, 3
16552, Herz, 4
16553, Herz, Dame
16554, Karo, 2
16555, Pik, As
16556, Pik, 6
16557, Kreuz, 10
16558, Herz, 7
16559, Pik, 9
16560, Karo, 9
16561, Herz, 6
16562, Karo, As
16563, Pik, Dame
16564, Pik, Bube
16565, Karo, 6
16566, Kreuz, Dame
16567, Kreuz, 4
16568, Pik, As
16569, Pik, 7
16570, Herz, Dame
16571, Karo, 2
16572, Herz, 8
16573, Pik, 10
16574, Kreuz, König
16575, Herz, As
16576, Pik, 2
16577, Herz, König
16578, Karo, 5
16579, Kreuz, König
16580, Pik, 6
16581, Karo, König
16582, Herz, 6
16583, Herz, 10
16584, Kreuz, 2
16585, Herz, König
16586, Kreuz, 5
16587, Pik, 10
16588, Karo, Dame
16589, Kreuz, As
16590, Herz, 7
16591, Karo, 6
16592, Herz, 2
16593, Karo, 4
16594, Kreuz, 7
16595, Karo, 3
16596, Kreuz, 10
16597, Kreuz, Dame
16598, Kreuz, 3
16599, Karo, 2
16600, Pik, 2
16601, Kreuz, Bube
16602, Herz, 10
16603, Karo, 4
16604, Pik, 9
16605, Herz, Bube
16606, Pik, 10
16607, Herz, 7
16608, Kreuz, 2
16609, Pik, 9
16610, Karo, 4
16611, Karo, As
16612, Karo, 5
16613, Kreuz, 10
16614, Pik, 9
16615, Karo, Dame
16616, Kreuz, 4
16617, Karo, 5
16618, Herz, 4
16619, Pik, 2
16620, Pik, 3
16621, Karo, 6
16622, Pik, Dame
16623, Karo, 10
16624, Herz, 4
16625, Herz, 8
16626, Pik, Bube
16627, Kreuz, 3
16628, Karo, 7
16629, Karo, 8
16630, Herz, 3
16631, Karo, 6
16632, Kreuz, 9
16633, Karo, 7
16634, Karo, Bube
16635, Kreuz, As
16636, Karo, 4
16637, Pik, Bube
16638, Karo, 9
16639, Kreuz, König
16640, Kreuz, König
16641, Pik, 4
16642, Pik, 3
16643, Kreuz, 7
16644, Herz, Bube
16645, Herz, 2
16646, Karo, 5
16647, Herz, Dame
16648, Kreuz, 2
16649, Karo, 4
16650, Pik, 5
16651, Karo, As
16652, Karo, 6
16653, Pik, 9
16654, Herz, 7
16655, Pik, 10
16656, Herz, 7
16657, Kreuz, 10
16658, Kreuz, 9
16659, Pik, 10
16660, Pik, 6
16661, Herz, As
16662, Kreuz, 6
16663, Herz, 4
16664, Herz, 4
16665, Karo, 9
16666, Pik, 3
16667, Herz, 10
16668, Karo, 2
16669, Herz, König
16670, Karo, 3
16671, Herz, 4
16672, Karo, König
16673, Pik, As
16674, Karo, 9
16675, Herz, 10
16676, Kreuz, Dame
16677, Pik, König
16678, Kreuz, 3
16679, Herz, König
16680, Kreuz, 6
16681, Karo, 3
16682, Kreuz, As
16683, Herz, 6
16684, Herz, As
16685, Karo, 3
16686, Herz, 7
16687, Kreuz, König
16688, Herz, 5
16689, Pik, Bube
16690, Kreuz, 3
16691, Karo, 3
16692, Pik, 2
16693, Karo, König
16694, Herz, 3
16695, Karo, 5
16696, Herz, 8
16697, Herz, 5
16698, Karo, 6
16699, Kreuz, 3
16700, Karo, 6
16701, Karo, 9
16702, Karo, 4
16703, Pik, 7
16704, Kreuz, Bube
16705, Karo, 9
16706, Kreuz, 5
16707, Karo, Dame
16708, Kreuz, 5
16709, Pik, 5
16710, Karo, 10
16711, Pik, 2
16712, Pik, 9
16713, Herz, 4
16714, Kreuz, 4
16715, Pik, 10
16716, Karo, 5
16717, Karo, König
16718, Pik, 10
16719, Herz, 10
16720, Karo, König
16721, Pik, 7
16722, Pik, Dame
16723, Karo, 2
16724, Karo, 3
16725, Herz, 10
16726, Karo, 3
16727, Karo, 8
16728, Herz, 5
16729, Herz, 7
16730, Karo, 2
16731, Pik, 5
16732, Pik, 9
16733, Karo, 6
16734, Karo, As
16735, Karo, 3
16736, Kreuz, 2
16737, Herz, 5
16738, Kreuz, Dame
16739, Herz, As
16740, Karo, 3
16741, Karo, Dame
16742, Herz, Bube
16743, Karo, Dame
16744, Herz, Bube
16745, Pik, Bube
16746, Herz, 7
16747, Pik, 9
16748, Herz, 10
16749, Kreuz, 4
16750, Karo, 4
16751, Herz, Bube
16752, Kreuz, 6
16753, Karo, 8
16754, Pik, Dame
16755, Kreuz, 5
16756, Kreuz, 6
16757, Pik, 7
16758, Kreuz, 7
16759, Karo, 10
16760, Kreuz, König
16761, Herz, 6
16762, Kreuz, As
16763, Kreuz, 2
16764, Herz, 6
16765, Karo, Dame
16766, Pik, 4
16767, Herz, 7
16768, Kreuz, Bube
16769, Kreuz, Dame
16770, Karo, 8
16771, Herz, 3
16772, Kreuz, 8
16773, Pik, 3
16774, Herz, 2
16775, Herz, Bube
16776, Pik, Dame
16777, Pik, As
16778, Kreuz, 9
16779, Herz, 10
16780, Karo, 3
16781, Karo, 2
16782, Pik, 4
16783, Kreuz, König
16784, Pik, 9
16785, Karo, 8
16786, Kreuz, 5
16787, Herz, König
16788, Pik, 2
16789, Kreuz, 10
16790, Kreuz, 10
16791, Karo, Bube
16792, Karo, 10
16793, Herz, As
16794, Pik, 2
16795, Pik, 8
16796, Karo, 10
16797, Karo, 3
16798, Karo, 7
16799, Kreuz, Bube
16800, Herz, 9
16801, Kreuz, Bube
16802, Herz, 6
16803, Karo, 6
16804, Herz, 7
16805, Herz, 3
16806, Kreuz, 10
16807, Herz, 8
16808, Pik, Dame
16809, Pik, 5
16810, Karo, 8
16811, Pik, König
16812, Kreuz, 2
16813, Kreuz, 7
16814, Kreuz, As
16815, Herz, 5
16816, Pik, 5
16817, Karo, 10
16818, Karo, 4
16819, Kreuz, 4
16820, Karo, 4
16821, Herz, 2
16822, Kreuz, 3
16823, Kreuz, 4
16824, Herz, Bube
16825, Herz, 7
16826, Herz, 7
16827, Herz, Bube
16828, Herz, 9
16829, Pik, 6
16830, Karo, As
16831, Kreuz, Bube
16832, Kreuz, 6
16833, Herz, Dame
16834, Kreuz, 7
16835, Pik, König
16836, Karo, 7
16837, Kreuz, Bube
16838, Pik, 2
16839, Karo, Bube
16840, Herz, 6
16841, Pik, 8
16842, Herz, Dame
16843, Karo, Bube
16844, Kreuz, 10
16845, Karo, 9
16846, Pik, 5
16847, Pik, Bube
16848, Kreuz, 4
16849, Herz, Dame
16850, Kreuz, 5
16851, Kreuz, 10
16852, Karo, 7
16853, Pik, 6
16854, Kreuz, 10
16855, Pik, Dame
16856, Pik, 7
16857, Kreuz, 6
16858, Karo, 9
16859, Herz, Bube
16860, Pik, 10
16861, Kreuz, Dame
16862, Pik, Bube
16863, Pik, 7
16864, Herz, 3
16865, Herz, 2
16866, Herz, 9
16867, Herz, 6
16868, Kreuz, Dame
16869, Pik, 4
16870, Kreuz, 10
16871, Kreuz, 3
16872, Herz, 2
16873, Kreuz, 9
16874, Herz, Bube
16875, Herz, 2
16876, Kreuz, 2
16877, Herz, 5
16878, Kreuz, Bube
16879, Pik, König
16880, Herz, Dame
16881, Kreuz, 3
16882, Herz, 3
16883, Herz, Dame
16884, Kreuz, 5
16885, Herz, As
16886, Pik, 8
16887, Pik, 4
16888, Kreuz, 2
16889, Herz, Dame
16890, Kreuz, 2
16891, Herz, 3
16892, Kreuz, 3
16893, Karo, Bube
16894, Kreuz, 3
16895, Kreuz, 4
16896, Herz, 4
16897, Herz, 7
16898, Karo, 5
16899, Karo, 6
16900, Kreuz, 9
16901, Herz, 3
16902, Kreuz, As
16903, Kreuz, 3
16904, Kreuz, As
16905, Herz, 3
16906, Pik, As
16907, Herz, Dame
16908, Herz, König
16909, Kreuz, 10
16910, Pik, As
16911, Kreuz, Bube
16912, Pik, 10
16913, Pik, 8
16914, Kreuz, As
16915, Pik, 10
16916, Herz, Dame
16917, Karo, 6
16918, Kreuz, 5
16919, Herz, 4
16920, Karo, As
16921, Pik, König
16922, Herz, 2
16923, Herz, 5
16924, Herz, 3
16925, Herz, As
16926, Kreuz, 2
16927, Karo, 2
16928, Karo, Bube
16929, Kreuz, 3
16930, Karo, 8
16931, Herz, 8
16932, Herz, 9
16933, Pik, 10
16934, Kreuz, 9
16935, Herz, 9
16936, Pik, 6
16937, Karo, König
16938, Herz, 9
16939, Pik, 8
16940, Kreuz, 5
16941, Karo, 4
16942, Herz, 6
16943, Pik, As
16944, Kreuz, As
16945, Karo, 9
16946, Herz, As
16947, Pik, Bube
16948, Herz, Bube
16949, Pik, König
16950, Karo, 6
16951, Herz, 7
16952, Kreuz, 4
16953, Karo, 7
16954, Kreuz, 10
16955, Pik, 3
16956, Kreuz, 3
16957, Pik, 6
16958, Herz, 3
16959, Karo, Dame
16960, Karo, 2
16961, Herz, 9
16962, Herz, 4
16963, Pik, 7
16964, Pik, 10
16965, Kreuz, 2
16966, Herz, 2
16967, Kreuz, 2
16968, Kreuz, 5
16969, Karo, 10
16970, Herz, 4
16971, Pik, 5
16972, Herz, 2
16973, Kreuz, 3
16974, Pik, 8
16975, Kreuz, As
16976, Karo, 5
16977, Pik, As
16978, Herz, 9
16979, Pik, 7
16980, Kreuz, 2
16981, Pik, Bube
16982, Karo, Dame
16983, Karo, 5
16984, Karo, 7
16985, Kreuz, Dame
16986, Pik, 2
16987, Herz, 8
16988, Karo, 10
16989, Karo, 10
16990, Pik, 10
16991, Kreuz, 10
16992, Pik, Dame
16993, Pik, 10
16994, Kreuz, 2
16995, Kreuz, 4
16996, Kreuz, 4
16997, Kreuz, 3
16998, Kreuz, 2
16999, Pik, 7
17000, Pik, 6
17001, Kreuz, 5
17002, Pik, 4
17003, Kreuz, Bube
17004, Kreuz, Bube
17005, Karo, 10
17006, Kreuz, Bube
17007, Pik, 9
17008, Karo, 9
17009, Pik, 6
17010, Kreuz, 8
17011, Karo, 5
17012, Kreuz, 6
17013, Karo, 7
17014, Kreuz, Dame
17015, Karo, 10
17016, Karo, 9
17017, Karo, 8
17018, Karo, Bube
17019, Pik, 4
17020, Herz, 6
17021, Karo, Bube
17022, Kreuz, 5
17023, Herz, 7
17024, Herz, 2
17025, Kreuz, König
17026, Karo, 2
17027, Kreuz, 7
17028, Karo, As
17029, Kreuz, 7
17030, Kreuz, 4
17031, Karo, 3
17032, Herz, Bube
17033, Pik, 5
17034, Pik, Bube
17035, Pik, König
17036, Pik, 8
17037, Herz, König
17038, Kreuz, As
17039, Herz, Dame
17040, Herz, 9
17041, Karo, 8
17042, Kreuz, 6
17043, Herz, Dame
17044, Pik, 4
17045, Kreuz, 3
17046, Herz, 3
17047, Karo, 6
17048, Pik, 4
17049, Kreuz, As
17050, Pik, As
17051, Kreuz, 7
17052, Kreuz, 2
17053, Herz, As
17054, Pik, 10
17055, Karo, 2
17056, Kreuz, 8
17057, Pik, Dame
17058, Kreuz, 10
17059, Karo, 2
17060, Pik, 4
17061, Pik, 3
17062, Karo, 7
17063, Karo, 7
17064, Karo, 3
17065, Karo, König
17066, Kreuz, 6
17067, Pik, 6
17068, Herz, Dame
17069, Pik, Bube
17070, Herz, 10
17071, Herz, 4
17072, Kreuz, König
17073, Herz, König
17074, Kreuz, 3
17075, Kreuz, 9
17076, Kreuz, As
17077, Pik, Dame
17078, Herz, 4
17079, Pik, Dame
17080, Kreuz, 5
17081, Pik, 2
17082, Pik, 2
17083, Karo, König
17084, Pik, 7
17085, Herz, 9
17086, Karo, König
17087, Karo, 7
17088, Karo, 4
17089, Pik, 7
17090, Kreuz, 4
17091, Karo, 9
17092, Pik, König
17093, Herz, Bube
17094, Herz, 6
17095, Pik, Bube
17096, Karo, 8
17097, Karo, 8
17098, Herz, 5
17099, Herz, 9
17100, Karo, Bube
17101, Kreuz, 3
17102, Herz, 5
17103, Pik, Bube
17104, Pik, 6
17105, Pik, 2
17106, Herz, 7
17107, Kreuz, 6
17108, Herz, 7
17109, Karo, Dame
17110, Kreuz, 2
17111, Kreuz, Bube
17112, Kreuz, 6
17113, Herz, 7
17114, Herz, 4
17115, Herz, 8
17116, Kreuz, 10
17117, Herz, König
17118, Karo, 2
17119, Pik, König
17120, Herz, Bube
17121, Karo, 3
17122, Herz, 10
17123, Kreuz, 2
17124, Karo, 2
17125, Herz, 8
17126, Herz, 2
17127, Karo, 7
17128, Karo, 9
17129, Herz, 4
17130, Pik, 10
17131, Karo, 9
17132, Herz, 3
17133, Herz, 9
17134, Kreuz, Bube
17135, Herz, 9
17136, Pik, 10
